0,100,50;
1,100,50;
2,103,49;
3,114,45;
4,132,42;
5,157,33;
6,189,30;
7,219,24;
8,255,17;
9,291,10;
10,335,6;
11,394,3;
12,471,3;
13,549,3;
14,645,2;
15,752,2;
16,875,2;
17,1027,1;
18,1209,0;
19,1402,0;
20,1657,0;
21,1949,0;
22,2265,0;
23,2630,0;
24,3124,0;
25,3654,0;
26,4248,0;
27,5008,0;
28,5789,0;
29,6719,0;
30,7837,0;
31,9071,0;
32,10469,0;
33,12007,0;
34,13789,0;
35,15688,0;
36,17714,0;
37,19853,0;
38,22061,0;
39,24401,0;
40,26803,0;
41,29201,0;
42,31546,0;
43,33960,0;
44,36394,0;
45,38819,0;
46,41131,0;
47,43529,0;
48,45859,0;
49,48091,0;
50,50375,0;
51,52554,0;
52,54636,0;
53,56677,0;
54,58607,0;
55,60547,0;
56,62388,0;
57,64082,0;
58,65862,0;
59,67438,0;
60,68991,0;
61,70446,0;
62,71826,0;
63,73042,0;
64,74218,0;
65,75392,0;
66,76474,0;
67,77441,0;
68,78390,0;
69,79278,0;
70,80151,0;
71,80897,0;
72,81685,0;
73,82386,0;
74,83007,0;
75,83621,0;
76,84188,0;
77,84728,0;
78,85217,0;
79,85688,0;
80,86139,0;
81,86585,0;
82,86954,0;
83,87304,0;
84,87622,0;
85,87904,0;
86,88171,0;
87,88386,0;
88,88601,0;
89,88783,0;
90,88955,0;
91,89093,0;
92,89225,0;
93,89345,0;
94,89455,0;
95,89553,0;
96,89635,0;
97,89691,0;
98,89740,0;
99,89780,0;
100,89802,0;
101,89817,0;
102,89841,0;
103,89853,0;
104,89868,0;
105,89888,0;
106,89896,0;
107,89912,0;
108,89925,0;
109,89938,0;
110,89946,0;
111,89960,0;
112,89968,0;
113,89980,0;
114,89984,0;
115,89989,0;
116,89993,0;
117,89998,0;
118,89999,0;
119,90000,0;
120,90000,0;
121,90000,0;
122,90000,0;
123,90000,0;
124,90000,0;
125,90000,0;
126,90000,0;
127,90000,0;
128,90000,0;
129,90000,0;
130,90000,0;
131,90000,0;
132,90000,0;
133,90000,0;
134,90000,0;
135,90000,0;
136,90000,0;
137,90000,0;
138,90000,0;
139,90000,0;
140,90000,0;
141,90000,0;
142,90000,0;
143,90000,0;
144,90000,0;
145,90000,0;
146,90000,0;
147,90000,0;
148,90000,0;
149,90000,0;
150,90000,0;
151,90000,0;
152,90000,0;
153,90000,0;
154,90000,0;
155,90000,0;
156,90000,0;
157,90000,0;
158,90000,0;
159,90000,0;
160,90000,0;
161,90000,0;
162,90000,0;
163,90000,0;
164,90000,0;
165,90000,0;
166,90000,0;
167,90000,0;
168,90000,0;
169,90000,0;
170,90000,0;
171,90000,0;
172,90000,0;
173,90000,0;
174,90000,0;
175,90000,0;
176,90000,0;
177,90000,0;
178,90000,0;
179,90000,0;
180,90000,0;
181,90000,0;
182,90000,0;
183,90000,0;
184,90000,0;
185,90000,0;
186,90000,0;
187,90000,0;
188,90000,0;
189,90000,0;
190,90000,0;
191,90000,0;
192,90000,0;
193,90000,0;
194,90000,0;
195,90000,0;
196,90000,0;
197,90000,0;
198,90000,0;
199,90000,0;
200,90000,0;
201,90000,0;
202,90000,0;
203,90000,0;
204,90000,0;
205,90000,0;
206,90000,0;
207,90000,0;
208,90000,0;
209,90000,0;
210,90000,0;
211,90000,0;
212,90000,0;
213,90000,0;
214,90000,0;
215,90000,0;
216,90000,0;
217,90000,0;
218,90000,0;
219,90000,0;
220,90000,0;
221,90000,0;
222,90000,0;
223,90000,0;
224,90000,0;
225,90000,0;
226,90000,0;
227,90000,0;
228,90000,0;
229,90000,0;
230,90000,0;
231,90000,0;
232,90000,0;
233,90000,0;
234,90000,0;
235,90000,0;
236,90000,0;
237,90000,0;
238,90000,0;
239,90000,0;
240,90000,0;
241,90000,0;
242,90000,0;
243,90000,0;
244,90000,0;
245,90000,0;
246,90000,0;
247,90000,0;
248,90000,0;
249,90000,0;
250,90000,0;
251,90000,0;
252,90000,0;
253,90000,0;
254,90000,0;
255,90000,0;
256,90000,0;
257,90000,0;
258,90000,0;
259,90000,0;
260,90000,0;
261,90000,0;
262,90000,0;
263,90000,0;
264,90000,0;
265,90000,0;
266,90000,0;
267,90000,0;
268,90000,0;
269,90000,0;
270,90000,0;
271,90000,0;
272,90000,0;
273,90000,0;
274,90000,0;
275,90000,0;
276,90000,0;
277,90000,0;
278,90000,0;
279,90000,0;
280,90000,0;
281,90000,0;
282,90000,0;
283,90000,0;
284,90000,0;
285,90000,0;
286,90000,0;
287,90000,0;
288,90000,0;
289,90000,0;
290,90000,0;
291,90000,0;
292,90000,0;
293,90000,0;
294,90000,0;
295,90000,0;
296,90000,0;
297,90000,0;
298,90000,0;
299,90000,0;
300,90000,0;
301,90000,0;
302,90000,0;
303,90000,0;
304,90000,0;
305,90000,0;
306,90000,0;
307,90000,0;
308,90000,0;
309,90000,0;
310,90000,0;
311,90000,0;
312,90000,0;
313,90000,0;
314,90000,0;
315,90000,0;
316,90000,0;
317,90000,0;
318,90000,0;
319,90000,0;
320,90000,0;
321,90000,0;
322,90000,0;
323,90000,0;
324,90000,0;
325,90000,0;
326,90000,0;
327,90000,0;
328,90000,0;
329,90000,0;
330,90000,0;
331,90000,0;
332,90000,0;
333,90000,0;
334,90000,0;
335,90000,0;
336,90000,0;
337,90000,0;
338,90000,0;
339,90000,0;
340,90000,0;
341,90000,0;
342,90000,0;
343,90000,0;
344,90000,0;
345,90000,0;
346,90000,0;
347,90000,0;
348,90000,0;
349,90000,0;
350,90000,0;
351,90000,0;
352,90000,0;
353,90000,0;
354,90000,0;
355,90000,0;
356,90000,0;
357,90000,0;
358,90000,0;
359,90000,0;
360,90000,0;
361,90000,0;
362,90000,0;
363,90000,0;
364,90000,0;
365,90000,0;
366,90000,0;
367,90000,0;
368,90000,0;
369,90000,0;
370,90000,0;
371,90000,0;
372,90000,0;
373,90000,0;
374,90000,0;
375,90000,0;
376,90000,0;
377,90000,0;
378,90000,0;
379,90000,0;
380,90000,0;
381,90000,0;
